16447;Cendrillon;;;21;425;B;0;;0;;0;;0;;0;;0;;0;;t2-18;22
16448;Jean-le-fort et les trois géants;;;21;1640;;1045;;1053;A;1063;B;;;0;;0;;0;;t2-19;22
16449;Le manteau, la serviette et la bourse;;;21;566;;0;;0;;0;;0;;0;;0;;0;;t2-20;22
16450;Le magicien et son valet;;;21;325;;0;;0;;0;;0;;0;;0;;0;;;22
16451;Le chemin du paradis;;;21;460;A;471;D;0;;0;;0;;0;;0;;0;;;22
16452;Goazic qui alla au Paradis Terrestre et trompa la mort pendant cinq cent ans;;;21;-1;;313;;0;;0;;0;;0;;0;;0;;;22
16453;Mao Kergarec ou le pacte avec le Diable;;;21;756;B;0;;0;;0;;0;;0;;0;;0;;;22
16454;Les deux capucins ou la Destinée;;;21;934;A;0;;0;;0;;0;;0;;0;;0;;;22
16455;Le Prince Pengar et le génie;;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16456;L'Oiseau du monde;;;21;567;;567;A;0;;0;;0;;0;;0;;0;;;22
16457;La Princesse de la Montagne d'or;;;21;531;;0;;0;;0;;0;;0;;0;;0;;;22
16458;La poupée qui pondait des piéces de six francs;;;21;560;C;0;;0;;0;;0;;0;;0;;0;;;22
16459;Meudic ou le petit Poucet;;;21;700;;0;;0;;0;;0;;0;;0;;0;;;22
16460;Le grain de myrrhe;;;21;560;;1640;;0;;0;;0;;0;;0;;0;;;22
16461;La princesse aux trois couleurs;;;21;408;;0;;0;;0;;0;;0;;0;;0;;;22
16462;L'héritage des enfants de Hervé Keravel;;;21;1640;;563;;0;;0;;0;;0;;0;;0;;;22
16463;L'enfant qui trompa le Diable;;;21;921;;1178;;0;;0;;0;;0;;0;;0;;;22
16464;La mule blanche;;;21;531;;0;;0;;0;;0;;0;;0;;0;;;22
16465;La princesse devineresse et le bossu;;;21;851;;0;;0;;0;;0;;0;;0;;0;;;22
16466;Le linceul des morts;;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16467;Les deux amis;;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16468;Le testament d'un pére;;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16469;Histoire de Bilz, le fin voleur;;;21;1525;A;0;;0;;0;;0;;0;;0;;0;;;22
16470;La sorciére et la soeur du Soleil;;;22;313;II;0;;0;;0;;0;;0;;0;;0;;1-93 (50);23
16471;Gel;;;22;480;B;0;;0;;0;;0;;0;;0;;0;;2-95 (52a);23
16472;La vieille ronchonneuse;;;22;480;B;0;;0;;0;;0;;0;;0;;0;;3-97 (53);23
16473;La fille et la belle-fille;;;22;480;C;0;;0;;0;;0;;0;;0;;0;;4-98 (54);23
16474;Poucette-Khavronette;;;22;511;;0;;0;;0;;0;;0;;0;;0;;5-100 (56);23
16475;La Brunette;;;22;511;;403;B;0;;0;;0;;0;;0;;0;;6-101 (57);23
16476;La baba-jaga;;;22;480;B;0;;0;;0;;0;;0;;0;;0;;7-102 (58a);23
16477;Vassilissa la Belle;;;22;480;F;0;;0;;0;;0;;0;;0;;0;;8-104 (59);23
16478;La baba-jaga et le Gringalet;;;22;327;B;0;;0;;0;;0;;0;;0;;0;;9-105 (60);23
16479;La baba-jaga et le Finaud;;;22;327;C;0;;0;;0;;0;;0;;0;;0;;10-106 (61a);23
16480;Ivachka et la sorciére;;;22;327;C;0;;0;;0;;0;;0;;0;;0;;11-108 (62a);23
16481;Terechetchka;;;22;327;C;0;;0;;0;;0;;0;;0;;0;;12-112 (63);23
16482;Les oies-cygnes;;;22;480;E;0;;0;;0;;0;;0;;0;;0;;13-113 (64);23
16483;Le prince Danila-Gavarila;;;22;722;;327;A;313;I;0;;0;;0;;0;;0;;14-114 (65);23
16484;La vérité et le mensonge;;;22;613;;0;;0;;0;;0;;0;;0;;0;;15-115 (66a);23
16485;Le fils du roi et son domestique;;;22;502;;0;;0;;0;;0;;0;;0;;0;;16-123 (67);23
16486;Le prince Ivan et la princesse Marfa;;;22;502;;0;;0;;0;;0;;0;;0;;0;;17-125 (68);23
16487;La fille du marchand et la servante;;;22;533;A;403;A;0;;0;;0;;0;;0;;0;;19-127 (70);23
16488;Les trois royaumes;;;22;301;;0;;0;;0;;0;;0;;0;;0;;20-128 (71a);23
16489;Frolka le Paresseux;;;22;301;;0;;0;;0;;0;;0;;0;;0;;21-131 (72);23
16490;Le vison;;;22;301;;0;;0;;0;;0;;0;;0;;0;;22-132 (73);23
16491;Roule-pois;;;22;312;I;0;;0;;0;;0;;0;;0;;0;;23-133 (74a);23
16492;Ivan-Cendrillon;;;22;300;B;0;;0;;0;;0;;0;;0;;0;;24-135 (75);23
16493;Le preux Orage, Ivan-Fils-de-Vache;;;22;300;B;519;;0;;0;;0;;0;;0;;0;;25-136 (76);23
16494;Ivan-de-la-vache;;;22;300;B;0;;0;;0;;0;;0;;0;;0;;26-137 (77);23
16495;Ivan, fils de paysan et l'homme grand d'un pouce aux oreilles de sept verstes;;;22;300;B;513;A;0;;0;;0;;0;;0;;0;;27-138 (78);23
16496;Ivan De-la-chienne et le Sylvain Blanc;;;22;301;;0;;0;;0;;0;;0;;0;;0;;28-139 (79);23
16497;Point-du-jour, Soleil-couchant et Minuit;;;22;301;;0;;0;;0;;0;;0;;0;;0;;29-140 (80);23
16498;Les preux Ours, Moustache, Colline et Duchéne;;;22;301;;0;;0;;0;;0;;0;;0;;0;;30-141 (81a);23
16499;Nadzei, petit-fils de pope;;;22;650;A;0;;0;;0;;0;;0;;0;;0;;31-143 (82);23
16500;Le vaisseau volant;;;22;513;;0;;0;;0;;0;;0;;0;;0;;32-144 (83);23
16501;Les sept Simon;;;22;653;;0;;0;;0;;0;;0;;0;;0;;33-145 (84a);23
16502;Nikita le Corroyeur;;;22;300;A;0;;0;;0;;0;;0;;0;;0;;34-148 (85);23
16503;Le dragon et le Tzigane;;;22;1060;;1049;A;1049;B;1149;;0;;0;;0;;0;;35-149 (86);23
16504;Le domestique;;;22;650;A;1045;;1130;;1132;;1120;;0;;0;;0;;36-150 (87);23
16505;Boisseau-de-Puces;;;22;1045;;1071;;1072;;1084;;1063;;1130;;0;;0;;37-151 (88);23
16506;Ivanka de l'Ours;;;22;650;A;1006;I;1009;;1045;;1072;;1063;;1082;;1130;;38-152 (89);23
16507;Le soldat délivre la princesse;;;22;1162;;1061;;330;B;;;0;;0;;0;;0;;39-153 (90);23
16508;Le soldat déserteur et le diable;;;22;1061;;1159;;;;0;;0;;0;;0;;0;;40-154 (91);23
16509;Les deux Ivan, fils de soldat;;;22;303;;0;;0;;0;;0;;0;;0;;0;;41-155 (92);23
16510;Kachtcheé l'Immortel;;;22;302;;301;;0;;0;;0;;0;;0;;0;;42-156 (93a);23
16511;Maria des Mers;;;22;552;;400;;554;;0;;0;;0;;0;;0;;43-159 (94);23
16512;Fédor Tougarine et Anastasia la Belle;;;22;552;;400;A;554;;0;;0;;0;;0;;0;;44-160 (95);23
16513;Le prince Ivan et le Sylvain Blanc;;;22;301;A;0;;0;;0;;0;;0;;0;;0;;45-161 (96);23
16514;La montagne de cristal;;;22;554;;300;A;302;;0;;0;;0;;0;;0;;46-162 (97);23
16515;Boukhtane Boukhtanovitch;;;22;545;B;0;;0;;0;;0;;0;;0;;0;;47-163 (98);23
16516;Kozma-vite-riche;;;22;545;B;0;;0;;0;;0;;0;;0;;0;;48-164 (99);23
16517;Iémélia le Sot;;;22;675;;0;;0;;0;;0;;0;;0;;0;;49-165 (100a);23
16518;Par l'ordre du brochet;;;22;675;;0;;0;;0;;0;;0;;0;;0;;50-167 (101);23
16519;Conte sur le prince Ivan, l'oiseau de feu et le loup gris;;;22;550;;0;;0;;0;;0;;0;;0;;0;;51-168 (102);23
16520;L'oiseau de feu et la princesse Vassilissa;;;22;531;;0;;0;;0;;0;;0;;0;;0;;52-169 (103a);23
16521;Conte du jeune gaillard, des pommes de jouvence et de l'eau de vie;;;22;551;;300;A;0;;0;;0;;0;;0;;0;;53-171 (104a);23
16522;Le cheval gris-brun;;;22;530;A;0;;0;;0;;0;;0;;0;;0;;54-179 (105a);23
16523;Le cochon é la soie d'or, le canard aux plumes d'or et le cheval au crin d'or;;;22;530;B;0;;0;;0;;0;;0;;0;;0;;55-182 (106a);23
16524;Le cheval merveilleux;;;22;531;;0;;0;;0;;0;;0;;0;;0;;56-185 (107);23
16525;Le cheval, la nappe et le cor;;;22;563;;0;;0;;0;;0;;0;;0;;0;;57-186 (108);23
16526;Les deux, hors de la besace;;;22;564;;0;;0;;0;;0;;0;;0;;0;;58-187 (109);23
16527;Le coq et les meules;;;22;715;;1960;;0;;0;;0;;0;;0;;0;;59-188 (110);23
16528;Le coffre merveilleux;;;22;561;;0;;0;;0;;0;;0;;0;;0;;60-189 (111);23
16529;L'anneau merveilleux;;;22;560;;0;;0;;0;;0;;0;;0;;0;;61-190 (112a);23
16530;Les cornes;;;22;566;;0;;0;;0;;0;;0;;0;;0;;62-192 (113a);23
16531;Conte de la cane aux oeufs d'or;;;22;567;;0;;0;;0;;0;;0;;0;;0;;63-195 (114a);23
16532;La poule merveilleuse;;;22;567;;0;;0;;0;;0;;0;;0;;0;;64-197 (115);23
16533;Le cul-de-jatte et l'aveugle;;;22;519;;0;;0;;0;;0;;0;;0;;0;;65-198 (116a);23
16534;Le roi ours;;;22;314;I;315;A;0;;0;;0;;0;;0;;0;;66-201 (117);23
16535;Le lait des bêtes sauvages;;;22;314;I;315;A;519;;0;;0;;0;;0;;0;;67-202 (118a);23
16536;La maladie feinte;;;22;315;A;300;A;0;;0;;0;;0;;0;;0;;68-206 (119a);23
16537;La chemise magique;;;22;315;B;0;;0;;0;;0;;0;;0;;0;;69-208 (120a);23
16538;Le miroir merveilleux;;;22;709;;883;;0;;0;;0;;0;;0;;0;;70-211 (121b);23
16539;Va je ne sais oé  apporte je ne sais quoi;;;22;465;A;;;0;;0;;0;;0;;0;;0;;71-212 (122a);23
16540;La femme sage;;;22;1651;;465;C;465;B;0;;0;;0;;0;;0;;72-216 (123);23
16541;Trois kopecks;;;22;842;;465;B;465;C;0;;0;;0;;0;;0;;73-217 (124a);23
16542;Le roi de la mer et Vassilissa la sage;;;22;313;;0;;0;;0;;0;;0;;0;;0;;74-219 (125a);23
16543;La parole imprudente;;;22;813;A;0;;0;;0;;0;;0;;0;;0;;75-227 (126a);23
16544;La femme du marchand;;;22;887;I;0;;0;;0;;0;;0;;0;;0;;76-230 (127 A);23
16545;La fillette-reine;;;22;400;B;0;;0;;0;;0;;0;;0;;0;;77-232 (128a);23
16546;La plume de Finist, le clair faucon;;;22;432;;0;;0;;0;;0;;0;;0;;0;;78-234 (129a);23
16547;Jelena la Sage;;;22;306;;329;;0;;0;;0;;0;;0;;0;;79-236 (130a);23
16548;Le gusli-qui-joue-seul;;;22;850;;0;;0;;0;;0;;0;;0;;0;;80-238 (131);23
16549;La princesse qui résoud les énigmes;;;22;851;;0;;0;;0;;0;;0;;0;;0;;81-239 (132);23
16550;Le réve prophétique;;;22;725;;0;;0;;0;;0;;0;;0;;0;;82-240 (133);23
16551;Le réve prophétique;;;22;671;I;0;;0;;0;;0;;0;;0;;0;;83-241 (134);23
16552;Le sel;;;22;1651;;0;;0;;0;;0;;0;;0;;0;;84-242 (135);23
16553;La montagne d'or;;;22;936;;0;;0;;0;;0;;0;;0;;0;;85-243 (136);23
16554;Le chalumeau merveilleux;;;22;780;;0;;0;;0;;0;;0;;0;;0;;86-244 (137a);23
16555;Le langage des oiseaux;;;22;671;;0;;0;;0;;0;;0;;0;;0;;87-247 (138);23
16556;Le chasseur et sa femme;;;22;670;;0;;0;;0;;0;;0;;0;;0;;88-248 (139);23
16557;La science ingénieuse;;;22;325;;0;;0;;0;;0;;0;;0;;0;;89-249 (140a);23
16558;Le miracle;;;22;449;A;0;;0;;0;;0;;0;;0;;0;;90-254 (141a);23
16559;La merveille des merveilles, le prodige des prodiges;;;22;571;;0;;0;;0;;0;;0;;0;;0;;91-256 (142);23
16560;L'enfant heureux;;;22;652;;0;;0;;0;;0;;0;;0;;0;;92-257 (143);23
16561;Le trésor;;;22;831;;0;;0;;0;;0;;0;;0;;0;;93-258 (144);23
16562;Le messager rapide;;;22;665;;0;;0;;0;;0;;0;;0;;0;;94-259 (145);23
16563;La soeurette Alenouchka et le frérot Ivanouchka;;;22;450;;0;;0;;0;;0;;0;;0;;0;;95-260 (146a);23
16564;La princesse-canette grise;;;22;403;A;0;;0;;0;;0;;0;;0;;0;;96-264 (147);23
16565;La cane blanche;;;22;403;B;0;;0;;0;;0;;0;;0;;0;;97-265 (148);23
16566;Arys-polé;;;22;409;;0;;0;;0;;0;;0;;0;;0;;98-266 (149);23
16567;La princesse-grenouille;;;22;402;;400;A;0;;0;;0;;0;;0;;0;;99-267 (150a);23
16568;La princesse-grenouille (2e version);;;22;402;;400;A;0;;0;;0;;0;;0;;0;;99 bis-268 (150b);23
16569;La princesse-dragonne;;;22;401;;569;;0;;0;;0;;0;;0;;0;;100-270 (151);23
16570;La Fée du Puits;;;23;511;;0;;0;;0;;0;;0;;0;;0;;;24
16571;La Fée Grosses-Lévres, la Fée Gros-Doigt et le Petit pére Ragolu;;;23;501;;0;;0;;0;;0;;0;;0;;0;;;24
16572;Les bêtes qui causent;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16573;Les trois Rencontres;;;23;554;;0;;0;;0;;0;;0;;0;;0;;;24
16574;Petit jour;;;23;671;;0;;0;;0;;0;;0;;0;;0;;;24
16575;Les Métamorphoses;;;23;325;;0;;0;;0;;0;;0;;0;;0;;;24
16576;La Mort du Géant Gargantua;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16577;Cinq cents d'un coup de poing!;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16578;La Boursée d'or;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16579;La Béche d'or;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16580;Le tabouret du Paradis;;;23;800;;0;;0;;0;;0;;0;;0;;0;;;24
16581;Le Bon Dieu é Laillé;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16582;La Vierge du Coudray;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16583;Sainte Onenna;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16584;La Vengeance de sainte Emérance;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16585;Saint Pierre et le meunier de Chancor;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16586;Le Chemin du Paradis;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16587;La Couronne du roi de Domnonée;;;23;780;;0;;0;;0;;0;;0;;0;;0;;;24
16588;Le mariage de Jean l'Innocent;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16589;Jeanne l'Hébétée;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16590;Le Meunier du Boél;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16591;Le Tailleur et le Couvreur;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16592;Jacques Robert é la porte du Paradis;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16593;Mon Dieu, mon Dieu quand j'irons-ti dans la Paradis?;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16594;Saint Court-en-Bruyére, Saint Tire-au-joug et Saint Bélant;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16595;Le Curé Gourmand;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16596;Les Deux Oreilles du curé;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16597;Le Médecin de Fougeray;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16598;L'Enfant vendu au diable;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16599;Le Diable courtisant les filles;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16600;La Faux du diable;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16601;Mirlificochet;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16602;Le Meneur de loups;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16603;Le Lutin;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16604;Les Pilous;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16605;L'Eclaireur;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16606;Martine;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16607;Les Biherous;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16608;Le Chat Noir;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16609;Payel ou le lutin Maétre-Jean;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16610;Petit Jean;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16611;Le petit Mineur de la mine argentifére de Pont-Péan;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16612;La béte de la Lohiére;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16613;Le Cheval sellé et bridé;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16614;Le Poulain de la Helliére;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16615;Le Chien Noir;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16616;La Béte de Brielles;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16617;Le Suaire du cimetiére;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16618;Le Bedeau de Chanteloup;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16619;La Téte du mort;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16620;L'Enterrement nocturne;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16621;Le Linceul du mort;;;23;0;;0;;0;;0;;0;;0;;0;;0;;;24
16622;La fée qui se change en enfant;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16623;Légende du ménétrier;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16624;Les lutins et les deux bossus;;;24;503;;0;;0;;0;;0;;0;;0;;0;;;25
16625;L'éne lutin;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16626;La béte blanche;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16627;Les loups sorciers;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16628;L'éternueu;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16629;Le botteu;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16630;Le diable et la jeune fermiére;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16631;Le fermier Tholomé et le diable;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16632;Saint Crépin et le diable;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16633;Les diables et le forgeron;;;24;753;;0;;0;;0;;0;;0;;0;;0;;;25
16634;Le bonhomme Misére et son chien Pauvreté;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16635;Le diable et le jeune homme qui ne voulait point étre soldat;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16636;Le comte d'Aveluy en enfer;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16637;Le sabbat du bois d'Orville;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16638;Le loup-garou du Bois aux fées;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16639;Le sorcier et les loups;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16640;Les sorts;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16641;Le paysan et les revenants;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16642;Le revenant qui se fait porter é Notre-Dame;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16643;Le souper du fantéme;;;24;470;A;0;;0;;0;;0;;0;;0;;0;;;25
16644;La danse des fantémes;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16645;Légende de Notre-Dame de Brebiéres;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16646;La fontaine de sainte Eulalie;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16647;Saint Séverin et les Lis bleus;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16648;Les trois péchés de l'ermite;;;24;839;;0;;0;;0;;0;;0;;0;;0;;;25
16649;La légende du maéon;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16650;La féve du bon Dieu;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16651;Les légendes des Templiers;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16652;Le pinson et le templier;;;24;471;A;0;;0;;0;;0;;0;;0;;0;;;25
16653;Le loup échaudé et le bécheron;Animaux;;24;121;;0;;0;;0;;0;;0;;0;;0;;;25
16654;Le malin compére;Facétieux;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16655;Pourquoi la femme fait le ménage;Facétieux;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16656;Comment un idiot devint curé;Facétieux;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16657;Gribouille;Facétieux;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16658;Pierrot sans mémoire;Facétieux;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16659;Kiot-Jean le Badaud;Facétieux;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16660;Pierre Berzilié;Facétieux;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16661;Jean-Béte et Jean-Sage;Facétieux;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16662;Comment Kiot-Jean épousa Jacqueline;Facétieux;;24;593;;0;;0;;0;;0;;0;;0;;0;;;25
16663;Le liévre de saint Pierre;Facétieux;;24;-1;;0;;0;;0;;0;;0;;0;;0;;;25
16664;Coquelet en voyage;;;24;715;;0;;0;;0;;0;;0;;0;;0;;;25
16665;Kiou-Cou et Kiou-Coclet;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16666;Les deux flamiques;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16667;La mére cruelle;;;24;720;;0;;0;;0;;0;;0;;0;;0;;;25
16668;Le sifflet qui chante;;;24;780;;0;;0;;0;;0;;0;;0;;0;;;25
16669;Les trois fréres et le géant;;;24;327;;0;;0;;0;;0;;0;;0;;0;;;25
16670;Courtillon-Courtillette;;;24;327;;313;;0;;0;;0;;0;;0;;0;;;25
16671;Les trois hommes é la barbe rousse;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16672;La caverne des sept voleurs;;;24;676;;0;;0;;0;;0;;0;;0;;0;;;25
16673;Le chat, le coq et la faucille;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16674;Le chéteau du diable;;;24;563;;0;;0;;0;;0;;0;;0;;0;;;25
16675;Les trois dons du sorcier et la féve magique;;;24;563;;0;;0;;0;;0;;0;;0;;0;;;25
16676;Jean le Malin et son seigneur;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16677;Jean l'Espiégle;;;24;700;;0;;0;;0;;0;;0;;0;;0;;;25
16678;Les funérailles du chasseur;;;24;0;;0;;0;;0;;0;;0;;0;;0;;;25
16679;Franéois le grillon;;;21;1641;;0;;0;;0;;0;;0;;0;;0;;;22
16680;Celui qui vendit trois fois sa vache le méme jour;;;21;1585;;0;;0;;0;;0;;0;;0;;0;;;22
16681;Avocat Patelin;;;21;1585;;0;;0;;0;;0;;0;;0;;0;;;22
16682;Avocat Patelin (variante);;;21;1585;;0;;0;;0;;0;;0;;0;;0;;;22
16683;Le Renard et le Loup;;;21;41;;1;;500;;0;;0;;0;;0;;0;;;22
16684;La princesse Margassa;;;21;551;;0;;0;;0;;0;;0;;0;;0;;;22
16685;Jeannot et Jeannette, ou Colle-z-y;;;21;571;;0;;0;;0;;0;;0;;0;;0;;;22
16686;Jean au béton de fer;;;21;301;B;513;;0;;0;;0;;0;;0;;0;;;22
16687;Les trois rameaux d'Impinad;;;21;550;;0;;0;;0;;0;;0;;0;;0;;;22
16688;Le sabre rouillé;;;21;314;;317;;59;;0;;0;;0;;0;;0;;;22
16689;L'enfant qui fut donné au diableé;;;21;756;B;0;;0;;0;;0;;0;;0;;0;;;22
16690;L'homme juste;;;21;332;;0;;0;;0;;0;;0;;0;;0;;;22
16691;Le fin voleur;;;21;950;;0;;0;;0;;0;;0;;0;;0;;;22
16692;Le dit de la marmite;;;21;750;A;0;;0;;0;;0;;0;;0;;0;;;22
16693;Le hérisson Staki;;;21;571;;0;;0;;0;;0;;0;;0;;0;;;22
16694;Jeannot et Jeannette;;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16695;Si Adam avait voulu;;;21;1416;;0;;0;;0;;0;;0;;0;;0;;;22
16696;La princesse et sa servante;;;21;1450;;1470;;0;;0;;0;;0;;0;;0;;;22
16697;Titi La Houppe;;;21;500;;0;;0;;0;;0;;0;;0;;0;;;22
16698;Le bruit de l'argent du vieux;;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16699;La mule blanche;;;21;531;;0;;0;;0;;0;;0;;0;;0;;;22
16700;Le loup et le vieux renard;;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16701;Jean sans peur;;;21;326;;0;;0;;0;;0;;0;;0;;0;;;22
16702;Le recteur de Lanvézéac;;;21;1739;;0;;0;;0;;0;;0;;0;;0;;;22
16703;Le mouton de Saint-Jean;;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16704;Le musicien;;;21;571;;0;;0;;0;;0;;0;;0;;0;;;22
16705;[Marie Vidamant];;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16706;[Le Daigre, Auguste - 1];;;21;425;;0;;0;;0;;0;;0;;0;;0;;;22
16707;[Le Daigre, Auguste - 2];;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16708;Le pauvre laboureur et le diable;;;21;921;;1178;;0;;0;;0;;0;;0;;0;;;22
16709;Le pacte avec le Diable Quel est le nom de la béte ?;;;21;1091;;0;;0;;0;;0;;0;;0;;0;;;22
16710;Mathelin ou la devinaille;;;21;621;;0;;0;;0;;0;;0;;0;;0;;;22
16711;Le pacte avec le diable. Crépin. Mao Kergarec;;;21;756;B;0;;0;;0;;0;;0;;0;;0;;;22
16712;Le chemin du Paradis;;;21;460;;471;;0;;0;;0;;0;;0;;0;;;22
16713;La femme du Diable;;;21;810;;814;;0;;0;;0;;0;;0;;0;;;22
16714;La fille du jardinier;;;21;870;;879;;0;;0;;0;;0;;0;;0;;;22
16715;La princesse aux trois couleurs;;;21;408;;0;;0;;0;;0;;0;;0;;0;;;22
16716;La fille du roi de Portugal ou Le premier procés;;;21;653;;653;B;0;;0;;0;;0;;0;;0;;;22
16717;La poupée;;;21;560;;0;;0;;0;;0;;0;;0;;0;;;22
16718;Adolphic, qui avait trompé l'Ankou;;;21;-1;;313;;0;;0;;0;;0;;0;;0;;;22
16719;Les deux capucins (la Destinée);;;21;934;A;0;;0;;0;;0;;0;;0;;0;;;22
16720;Le tailleur (qui en tuait cent d'un coup);;;21;1640;;0;;0;;0;;0;;0;;0;;0;;;22
16721;L'imbécile marié;;;21;1405;;1429;;0;;0;;0;;0;;0;;0;;;22
16722;Jean le Singe;;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
16723;Meudic;;;21;700;;0;;0;;0;;0;;0;;0;;0;;;22
16724;La vache voleuse;;;21;1790;;0;;0;;0;;0;;0;;0;;0;;;22
16725;Le pacte avec le Diable;;;21;1170;;1199;;0;;0;;0;;0;;0;;0;;;22
16726;Ce n'est pas bien de se moquer des pauvres;;;21;-1;;0;;0;;0;;0;;0;;0;;0;;;22
